,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1815,52,management,married,4,2,yes,no,telephone,may,fri,113,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1816,50,blue-collar,married,1,2,unknown,unknown,telephone,may,fri,193,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1817,42,admin.,divorced,7,1,yes,no,telephone,may,fri,125,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1818,30,technician,married,7,1,no,no,telephone,may,fri,282,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1819,49,services,married,4,1,yes,no,telephone,may,fri,344,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1821,41,technician,married,7,1,yes,no,telephone,may,fri,67,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1822,27,services,single,4,1,yes,no,telephone,may,fri,167,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1823,32,admin.,single,7,1,yes,no,telephone,may,fri,395,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1824,27,admin.,single,4,1,yes,no,telephone,may,fri,137,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1825,29,management,single,7,1,no,no,telephone,may,fri,118,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1826,53,admin.,married,7,2,yes,no,telephone,may,fri,231,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1827,30,blue-collar,single,3,1,yes,no,telephone,may,fri,128,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1828,29,management,single,7,1,yes,no,telephone,may,fri,174,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1829,32,technician,single,7,1,no,no,telephone,may,fri,195,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1830,55,admin.,divorced,7,1,yes,no,telephone,may,fri,412,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1831,39,admin.,married,7,1,yes,no,telephone,may,fri,127,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1832,37,blue-collar,single,4,1,no,no,telephone,may,fri,79,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1833,26,admin.,married,7,1,yes,yes,telephone,may,fri,13,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1834,52,self-employed,married,7,1,no,no,telephone,may,fri,61,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1835,28,admin.,single,7,1,yes,no,telephone,may,fri,286,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1836,33,management,single,7,1,yes,yes,telephone,may,fri,274,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1837,60,management,married,7,2,no,no,telephone,may,fri,409,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1838,45,blue-collar,married,1,2,yes,yes,telephone,may,fri,325,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1839,32,admin.,single,7,1,yes,yes,telephone,may,fri,144,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1841,47,management,divorced,1,1,no,no,telephone,may,fri,241,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1842,40,technician,married,7,1,no,no,telephone,may,fri,338,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1843,45,services,married,4,1,no,no,telephone,may,fri,182,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1844,52,blue-collar,married,3,2,yes,no,telephone,may,fri,346,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1845,43,management,married,7,1,no,no,telephone,may,fri,204,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1846,40,blue-collar,married,2,2,yes,no,telephone,may,fri,296,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1847,43,blue-collar,single,3,1,yes,no,telephone,may,fri,551,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1849,36,technician,married,6,1,yes,no,telephone,may,fri,338,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1850,37,services,married,4,1,yes,no,telephone,may,fri,153,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1851,32,admin.,single,7,1,no,no,telephone,may,fri,188,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1852,26,technician,married,4,1,yes,no,telephone,may,fri,305,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1855,56,blue-collar,married,1,2,no,no,telephone,may,fri,116,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1856,37,entrepreneur,single,7,1,no,no,telephone,may,fri,129,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1857,43,technician,single,6,1,no,no,telephone,may,fri,98,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1858,41,housemaid,married,4,1,yes,no,telephone,may,fri,262,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1859,55,unemployed,single,1,2,unknown,unknown,telephone,may,fri,147,7,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1860,43,technician,single,6,1,no,no,telephone,may,fri,150,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1861,29,unknown,married,7,1,unknown,unknown,telephone,may,fri,282,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1862,31,services,married,4,1,yes,no,telephone,may,fri,332,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1863,39,admin.,single,7,1,no,no,telephone,may,fri,94,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1864,38,blue-collar,single,3,2,yes,no,telephone,may,fri,455,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1865,56,admin.,married,4,1,yes,no,telephone,may,fri,49,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1866,36,entrepreneur,married,7,2,yes,no,telephone,may,fri,181,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1867,54,management,married,1,2,no,no,telephone,may,fri,345,9,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1868,34,admin.,married,7,1,yes,no,telephone,may,fri,154,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1869,28,services,single,3,2,yes,no,telephone,may,fri,294,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1871,45,blue-collar,married,3,1,yes,no,telephone,may,fri,202,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1872,59,admin.,married,7,1,yes,no,telephone,may,fri,191,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1873,46,blue-collar,married,6,1,yes,no,telephone,may,fri,106,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1874,25,blue-collar,married,3,1,yes,no,telephone,may,fri,214,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1875,33,admin.,divorced,7,1,no,yes,telephone,may,fri,128,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1876,27,admin.,married,7,1,yes,no,telephone,may,fri,70,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1877,33,admin.,divorced,7,1,no,no,telephone,may,fri,279,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1878,56,blue-collar,married,1,2,yes,no,telephone,may,fri,400,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1879,25,admin.,married,4,1,yes,no,telephone,may,fri,231,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1880,30,housemaid,married,4,2,yes,no,telephone,may,fri,175,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1881,38,blue-collar,divorced,3,1,no,yes,telephone,may,fri,70,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1882,37,self-employed,single,7,2,yes,no,telephone,may,fri,179,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1883,58,entrepreneur,married,7,2,no,no,telephone,may,fri,107,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1884,28,blue-collar,married,2,2,no,no,telephone,may,fri,142,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1885,42,blue-collar,married,3,2,no,no,telephone,may,fri,119,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1886,36,technician,single,6,2,no,no,telephone,may,fri,180,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1887,52,management,married,6,1,unknown,unknown,telephone,may,fri,135,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1888,33,technician,single,4,1,no,yes,telephone,may,fri,213,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1889,33,management,single,7,1,no,no,telephone,may,fri,136,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1890,29,blue-collar,single,4,2,no,no,telephone,may,fri,44,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1891,34,blue-collar,married,3,1,yes,no,telephone,may,fri,229,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1892,50,management,single,7,1,yes,no,telephone,may,fri,184,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1893,38,management,married,7,1,no,no,telephone,may,fri,32,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1894,33,services,married,4,1,no,no,telephone,may,fri,73,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1895,42,admin.,married,7,1,no,no,telephone,may,fri,126,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1896,52,self-employed,married,7,1,yes,no,telephone,may,fri,83,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1897,28,blue-collar,married,3,2,yes,no,telephone,may,fri,379,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1898,56,services,married,4,2,yes,no,telephone,may,fri,26,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1899,35,technician,married,6,1,no,no,telephone,may,fri,169,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1900,33,admin.,married,4,2,yes,no,telephone,may,fri,179,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1901,32,blue-collar,married,3,1,yes,no,telephone,may,fri,280,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1902,50,retired,married,1,2,yes,no,telephone,may,fri,89,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1903,29,admin.,single,3,2,no,no,telephone,may,fri,210,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1904,30,technician,married,6,1,no,yes,telephone,may,fri,393,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1905,46,blue-collar,married,3,1,yes,yes,telephone,may,fri,128,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1906,26,admin.,single,4,2,yes,no,telephone,may,fri,161,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1908,46,self-employed,married,3,2,yes,no,telephone,may,fri,182,7,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1909,33,management,married,4,1,yes,no,telephone,may,fri,178,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1910,50,housemaid,divorced,4,1,no,no,telephone,may,fri,177,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1911,31,technician,single,3,2,no,no,telephone,may,fri,191,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1912,48,blue-collar,married,6,1,no,no,telephone,may,fri,245,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1913,57,entrepreneur,married,4,2,yes,no,telephone,may,fri,255,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1914,45,admin.,divorced,3,2,no,no,telephone,may,fri,488,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1915,50,services,married,6,2,yes,no,telephone,may,fri,211,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1916,44,unknown,single,3,2,unknown,unknown,telephone,may,fri,226,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1917,44,services,married,4,1,no,no,telephone,may,fri,460,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1918,32,services,married,4,1,yes,no,telephone,may,fri,432,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1919,37,housemaid,single,3,2,yes,yes,telephone,may,fri,136,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1920,34,admin.,single,4,1,no,no,telephone,may,fri,176,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1921,27,services,married,3,1,yes,no,telephone,may,fri,162,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1922,40,housemaid,single,7,1,yes,no,telephone,may,fri,237,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1923,39,services,married,4,2,no,yes,telephone,may,fri,134,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1924,29,admin.,married,4,1,yes,no,telephone,may,fri,44,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1925,34,blue-collar,married,2,2,yes,yes,telephone,may,fri,47,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1926,25,blue-collar,married,3,1,no,no,telephone,may,fri,483,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1927,29,services,married,3,1,no,no,telephone,may,fri,116,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1928,44,technician,single,6,1,no,no,telephone,may,fri,182,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1929,33,admin.,single,7,1,yes,no,telephone,may,fri,122,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1930,33,blue-collar,married,1,1,yes,no,telephone,may,fri,232,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1931,40,blue-collar,married,4,1,no,no,telephone,may,fri,51,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1932,59,retired,married,1,2,no,no,telephone,may,fri,260,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1933,38,technician,single,6,1,no,no,telephone,may,fri,214,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1934,41,blue-collar,married,2,2,no,no,telephone,may,fri,407,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1935,33,services,married,4,1,yes,no,telephone,may,fri,389,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1936,36,admin.,married,4,1,yes,no,telephone,may,fri,31,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1937,48,admin.,married,3,1,no,yes,telephone,may,fri,145,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1938,44,services,divorced,4,2,yes,no,telephone,may,fri,115,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1940,35,self-employed,married,6,1,no,no,telephone,may,fri,268,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1941,51,entrepreneur,married,1,2,no,no,telephone,may,fri,277,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1942,24,blue-collar,married,3,1,yes,yes,telephone,may,fri,101,6,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1943,32,management,married,4,1,yes,no,telephone,may,fri,119,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1944,56,services,divorced,4,2,no,no,telephone,may,fri,185,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1945,50,technician,married,7,1,yes,no,telephone,may,fri,162,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1946,38,blue-collar,married,4,1,no,no,telephone,may,fri,18,7,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1947,25,self-employed,single,7,1,unknown,unknown,telephone,may,fri,317,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1948,28,services,single,4,1,unknown,unknown,telephone,may,fri,71,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1949,41,blue-collar,married,1,1,no,no,telephone,may,fri,43,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1950,34,blue-collar,married,7,2,unknown,unknown,telephone,may,fri,298,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1951,27,services,single,4,1,no,no,telephone,may,fri,86,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1952,31,admin.,married,7,2,no,no,telephone,may,fri,255,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1953,39,housemaid,married,1,1,yes,yes,telephone,may,fri,83,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1954,26,entrepreneur,married,7,1,no,no,telephone,may,fri,194,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1955,37,blue-collar,married,2,2,yes,yes,telephone,may,fri,268,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1956,25,student,single,4,1,no,no,telephone,may,fri,97,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1957,33,services,married,4,1,yes,no,telephone,may,fri,263,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1958,40,blue-collar,married,7,1,no,no,telephone,may,fri,338,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1959,37,entrepreneur,single,7,1,no,no,telephone,may,fri,180,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1960,46,housemaid,married,3,1,no,no,telephone,may,fri,322,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1961,53,admin.,divorced,4,1,yes,no,telephone,may,fri,64,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1962,32,unemployed,married,3,1,no,no,telephone,may,fri,71,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1963,43,services,divorced,3,1,yes,no,telephone,may,fri,284,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1964,38,technician,single,6,1,yes,no,telephone,may,fri,166,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1965,26,technician,married,6,1,yes,no,telephone,may,fri,210,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1966,52,blue-collar,single,3,2,yes,no,telephone,may,fri,160,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1967,54,admin.,married,1,2,no,no,telephone,may,fri,77,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1968,51,services,married,6,2,no,no,telephone,may,fri,328,7,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1969,42,admin.,married,3,1,yes,no,telephone,may,fri,164,8,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1970,41,management,single,7,1,no,no,telephone,may,fri,154,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1971,26,services,single,4,1,no,no,telephone,may,fri,155,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1972,38,housemaid,married,2,2,yes,no,telephone,may,fri,153,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1973,54,technician,married,7,2,no,no,telephone,may,fri,111,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1974,41,blue-collar,divorced,1,1,no,no,telephone,may,fri,91,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1975,26,blue-collar,single,4,1,no,no,telephone,may,fri,213,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1976,43,management,married,1,1,yes,no,telephone,may,fri,257,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1977,28,technician,single,6,1,yes,no,telephone,may,fri,315,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1978,35,technician,divorced,6,1,no,yes,telephone,may,fri,102,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1979,45,admin.,married,4,1,no,yes,telephone,may,fri,35,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1980,40,admin.,married,4,1,no,no,telephone,may,fri,83,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1982,52,technician,married,7,1,no,no,telephone,may,fri,244,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1983,36,admin.,married,4,1,yes,no,telephone,may,fri,143,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1984,40,blue-collar,married,3,2,yes,no,telephone,may,fri,277,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1986,36,blue-collar,married,2,2,no,no,telephone,may,fri,291,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1987,36,blue-collar,single,4,1,no,yes,telephone,may,mon,163,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1988,43,blue-collar,married,1,2,yes,yes,telephone,may,mon,149,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1989,44,blue-collar,married,3,2,yes,no,telephone,may,mon,33,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1990,49,blue-collar,married,6,2,no,no,telephone,may,mon,144,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1991,56,retired,married,1,2,yes,yes,telephone,may,mon,146,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1992,39,blue-collar,divorced,3,1,no,no,telephone,may,mon,40,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1993,29,blue-collar,married,6,2,yes,no,telephone,may,mon,79,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1994,41,admin.,single,7,2,no,no,telephone,may,mon,112,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1995,47,admin.,married,7,1,yes,no,telephone,may,mon,147,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1997,36,technician,married,4,1,yes,no,telephone,may,mon,290,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1998,46,technician,divorced,6,1,yes,no,telephone,may,mon,148,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
1999,47,services,divorced,4,1,yes,no,telephone,may,mon,289,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2000,47,blue-collar,single,1,1,yes,no,telephone,may,mon,345,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2002,42,management,married,7,2,yes,no,telephone,may,mon,181,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2003,59,management,married,7,1,no,no,telephone,may,mon,460,5,999,0,2,1.1,93.994,-36.4,4.857,5191,yes
2004,33,unemployed,married,6,2,yes,no,telephone,may,mon,129,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2005,48,entrepreneur,married,4,1,yes,no,telephone,may,mon,76,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2006,53,technician,single,6,1,yes,no,telephone,may,mon,111,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2007,57,blue-collar,married,7,2,unknown,unknown,telephone,may,mon,98,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2008,34,services,married,4,2,yes,no,telephone,may,mon,221,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2009,51,services,divorced,6,1,yes,no,telephone,may,mon,150,7,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2010,39,blue-collar,married,2,2,yes,no,telephone,may,mon,399,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2011,45,unknown,married,7,2,no,no,telephone,may,mon,139,6,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2012,37,admin.,married,4,1,yes,no,telephone,may,mon,115,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2013,44,blue-collar,married,2,1,yes,no,telephone,may,mon,149,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2014,48,admin.,married,7,1,no,yes,telephone,may,mon,327,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2015,59,retired,married,7,2,no,no,telephone,may,mon,92,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2016,44,admin.,single,4,1,no,no,telephone,may,mon,111,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2017,50,blue-collar,married,3,2,yes,no,telephone,may,mon,192,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2018,35,services,married,4,1,yes,no,telephone,may,mon,88,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2020,41,technician,married,6,2,no,no,telephone,may,mon,105,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2021,55,admin.,married,4,1,yes,yes,telephone,may,mon,62,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2022,36,blue-collar,married,1,2,no,no,telephone,may,mon,114,5,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2023,37,blue-collar,married,1,1,yes,no,telephone,may,mon,59,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2024,36,management,divorced,4,1,no,no,telephone,may,mon,144,7,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2025,45,management,married,3,1,yes,yes,telephone,may,mon,346,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2026,35,admin.,single,2,1,yes,no,telephone,may,mon,57,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2027,32,admin.,married,4,1,yes,no,telephone,may,mon,396,3,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2028,43,blue-collar,married,2,2,yes,no,telephone,may,mon,286,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2029,36,entrepreneur,married,7,1,yes,no,telephone,may,mon,59,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2030,55,admin.,divorced,7,1,yes,no,telephone,may,mon,38,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2031,55,technician,divorced,6,2,yes,no,telephone,may,mon,252,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2032,54,services,married,1,2,yes,no,telephone,may,mon,566,7,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2033,39,housemaid,married,7,1,yes,no,telephone,may,mon,167,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2034,40,technician,married,6,2,no,no,telephone,may,mon,127,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2035,49,services,married,4,2,unknown,unknown,telephone,may,mon,71,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2036,45,unemployed,married,4,2,no,no,telephone,may,mon,120,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2037,32,admin.,single,7,1,no,no,telephone,may,mon,409,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2038,57,management,divorced,7,1,yes,no,telephone,may,mon,117,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2039,41,admin.,divorced,4,1,no,no,telephone,may,mon,177,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2041,49,management,divorced,4,2,yes,no,telephone,may,mon,145,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2042,49,management,divorced,4,2,no,no,telephone,may,mon,124,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2043,59,retired,single,7,1,no,no,telephone,may,mon,36,4,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2044,44,blue-collar,married,6,1,no,no,telephone,may,mon,94,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2045,43,management,married,2,2,no,no,telephone,may,mon,189,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2046,59,blue-collar,married,1,2,no,no,telephone,may,mon,24,1,999,0,2,1.1,93.994,-36.4,4.857,5191,no
2047,36,unemployed,married,7,2,no,no,telephone,may,mon,33,2,999,0,2,1.1,93.994,-36.4,4.857,5191,no
